# LongYin English canonical data - generated from the complete user translation corpus
依山而建，殿宇嵯峨，气势雄伟的寺庙群，金顶与红幡白墙交相辉映，颇为肃穆庄严。传闻其僧众极擅炮制高原珍稀药材，以此制成之藏药更是具有枯骨生肌，返老还童等神奇功效。	A grand mountain palace-temple complex with sacred significance.
立场 戒律 凶狠	Standpoint, precepts, and fierceness
立场 戒律 善良	Standpoint, rules, and kindness
立场 无序 中立	Position: Unorganized, Neutral
立场 无序 仁慈	Position: Disorderly, merciful
立场 无序 凶狠	Position: Disordered, fierce.
立场 无序 善良	Position: Disorderly, kind-hearted.
立场 混乱 中立	Position: Confused/Neutral
立场 混乱 仁慈	Confused stance, kindness.
立场 混乱 冷酷	Position: Confused, cold-hearted
立场 混乱 凶狠	Confused stance, aggressive behavior
竟敢伤我司空妹！	How dare you hurt my Kong sister!
竟敢伤我姜师妹！	How dare you hurt my junior sister Jiang!
竟敢伤我寇师姐！	Dare to hurt my Senior Sister Kou!
竟敢伤我尉迟兄！	Dare to hurt Brother Wei Chi!
竟敢伤我赫连弟！	How dare you hurt my brother Helian!
等待下次门派会议	Waiting for the next guild meeting
自动(快捷键E)	Auto (Hotkey E)
舒姐！你没事吧！	Sister Shu! Are you okay?
街头卖艺(福州)	Street performers(Fuzhou)
负面加成 12%	Negative Status Potency 12%
负面加成 13%	Negative Status Potency 13%
负面抗性 13%	Negative Status Resistance 13%
负面抗性+50%	Negative Status Resistance +50%
负面抗性-50%	Negative Status Resistance -50%
赛马大会(大理)	Horse Racing(Dali)
赛马大会(幽州)	Horse Racing(Youzhou)
赛马大会(成都)	Horse Racing(Chengdu)
赛马大会(杭州)	Horse Racing(Hangzhou)
赛马大会(福州)	Horse Racing(Fuzhou)
辩才大赛(大理)	The Debate Competition(Dali)
辩才大赛(应天)	The Debate Competition(Yingtian)
辩才大赛(江陵)	The Debate Competition(Jiangling)
辩才大赛(灵州)	The Debate Competition(Lingzhou)
辩才大赛(逻娑)	The Debate Competition(Luosuo)
还需多加学习才是	More learning is still needed.
这些徒儿均已掌握	These disciples have all mastered it.
连击 20.5%	Combo Rate +20.5%
通过卖艺赚取银钱	Earning silver by performing as a performer
邵姐！你没事吧！	Sister Shao! Are you okay?
重阳(所有城市)	Chongyang(All cities)
钢拳卸力普通全盔	Steel-Fist Force-Deflecting Common Full Helm
钦弟！你没事吧！	Dear Qin Di! Are you okay?
银枪动摇普通链甲	Silver-Spear Unsteady Common Chainmail
门派 大隐阁 ♥	Dayin Pavilion ♥
门派 茅山派 ♥	Maoshan Sect ♥
门派 铁掌帮 ♥	Iron Palm Gang ♥
门派 阎罗殿 ♥	Yama Palace ♥
防:二十四路枪势	Prevention:Twenty-four gunship movements
防:十六路青龙戟	Defense: Sixteen Moves of the Green Dragon Halberd
防:大智无定棍法	Defense: Great Wisdom Indefinite Staff Technique
难度: 九死一生	Difficulty: Nightmare
韩妹！你没事吧！	Han Mei! Are you okay?
顾游年对你的好感	Gu Younian to youPositive feelings
额外内力上限 0	Additional Max Inner Force 0
额外生命上限 0	Extra Max Health 0
魏妹！你没事吧！	Wei Mei! Are you okay?
鸿毛精准普通短弓	Featherlight Precise Common Shortbow
黄兄！你没事吧！	Huang Brother! Are you okay?
(使用时生效)	(It takes effect when used.)
+1%内力上限	+1% Max Inner Force
+1%生命上限	+1% Max Health
一分价钱一分货	You get what you pay for.
一切尽在不言中	Everything is clear from the context.
一杯一杯又一杯	One cup after another
一起去就一起去	Let's go together then.
上官雯当前装备	Shangguan WenCurrent Equipment
不使用任何武学	Do not use any martial arts techniques.
与南门黄暮交友	Made friends with Huang Mu from the South Gate
与武师进行切磋	Compete with martial artists
中秋(仙霞派)	Mid-Autumn Festival(Xianxia Sect)
为之奈何...	What can be done...
乐器▼ 史书▲	Instruments▼ Historical records ▲
争夺名驹(一)	Competing for the title of best horse(One)
五毒教基础奇门	Five Poisons SectBasic Qimen
仅限非剧情信件	Only non-story-related messages are allowed.
仙霞派亲传弟子	Xianxia SectPrime Disciple
仙霞派入门弟子	Xianxia SectOuter Disciple
仙霞派外门弟子	Xianxia SectInner Disciple
仙霞派正式弟子	Core Disciple of the Xianxia Sect
仙霞派比武大会	Xianxia SectCompetition
休要伤我司弟！	Do not hurt our brother!
休要伤我姚姐！	Please don't hurt my sister Yao!
休要伤我封兄！	Don't hurt my brother!
休要伤我慕妹！	Don't hurt my sister!
休要伤我梁妹！	Don't hurt my Liang Mei!
休要伤我熊弟！	Don't hurt my little bear brother!
休要伤我狼姐！	Don't hurt my sister, Wolf!
休要伤我益弟！	Don't hurt my brother!
休要伤我范弟！	Don't hurt my brother!
休要伤我蓝兄！	Don't hurt my Blue Brother!
休要伤我豹兄！	Don't hurt my leopard brother!
休要伤我豺弟！	Don't hurt my brother!
休要伤我邢弟！	Don't hurt my brother!
休要伤我郝弟！	Don't hurt my brother!
休要伤我阴弟！	Don't hurt my brother!
休要伤我韩妹！	Don't hurt me, Han Mei!
优先未满级武学	Priority: Unfilled-level martial arts techniques
优先高特效武学	Priority is given to martial arts with high effectiveness.
伤害 100%	Damage 100%
伤害抗性 0%	Damage Resistance 0%
余采薇当前装备	Yu CaiweiCurrent Equipment
修炼实腹鼓气功	TrainingBelly Filling Qi Art
修炼开声贯气法	TrainingVoice Opening Qi Flow
修炼空空玄玄刀	TrainingVoid Mystic Blade
修炼需求(经验	Training Requirement(EXP
修炼飞叶斩片刀	TrainingFlying Leaf Blade
倾向于接近敌人	Tend to get closer to the enemy.
倾向于接近玩家	Tend to get closer to the player
倾向于远离敌人	Tend to stay away from the enemy.
倾向于远离玩家	Tend to stay away from the player
内力上限+80	Max Inner Force +80
到此为止了吗？	Is this where it ends?
前往巴陵村北方	Go toBaling VillageNorth
剧情模式推荐!	Story Mode Recommended!
剧情模式推荐！	Recommended for the story mode!
助姜婉一臂之力	HelpJiang WanA helping hand
助师傅一臂之力	Help the master with one hand.
助康眉一臂之力	Help Kang Mei with one arm.
助戴壮一臂之力	HelpDai ZhuangA helping hand
势力 Dali	Dali
势力 Lake	Lake
势力 万安客栈	Wanan Inn
势力 仙居客栈	Xianju Inn
势力 兴隆客栈	Xinglong Inn
势力 同福客栈	Tongfu Inn
势力 悦来客栈	Yuelai Inn
势力 有间客栈	Youjian Inn
势力 河洛客栈	Helo Inn
势力 秀水客栈	Xiushui Inn
势力 金刚密宗	Vajra Esoteric Sect
势力 铸剑山庄	Sword Forging Villa
势力 高升客栈	Gaosheng Inn
势力 龙门客栈	Longmen Inn
受伤时削除内力	Reduce Inner Force when Injured
受伤时反馈伤害	Reflect Damage when Injured
受伤时吸取内力	Drain Inner Force when Injured
只管考验便是！	Just face the challenge!
召唤 青铜奔牛	Summon Bronze Charging Bull
命中 102%	Accuracy 102%
命中 103%	Accuracy 103%
哎呀，说漏嘴了	Oops, I said too much.
唐逸影当前装备	Tang YiyingCurrent Equipment
城市 万安客栈	Wanan Inn
城市 仙居客栈	Xianju Inn
城市 兴隆客栈	Xinglong Inn
城市 同福客栈	Tongfu Inn
城市 悦来客栈	Yuelai Inn
城市 有间客栈	Youjian Inn
城市 河洛客栈	Helo Inn
城市 秀水客栈	Xiushui Inn
城市 金刚密宗	Vajra Esoteric Sect
城市 铸剑山庄	Sword Forging Villa
城市 高升客栈	Gaosheng Inn
城市 龙门客栈	Longmen Inn
增加获取的经验	Increase Experience Gained
增强恢复的效果	Enhance Regeneration Effect
大隐阁入门弟子	Dayin PavilionOuter Disciple
大隐阁外门弟子	Dayin PavilionInner Disciple
大隐阁正式弟子	Dayin PavilionCore Disciple
天山派亲传弟子	Tianshan SectPrime Disciple
天山派入门弟子	Tianshan SectOuter Disciple
天山派外门弟子	Tianshan SectInner Disciple
天山派正式弟子	Tianshan SectCore Disciple
天赋:炉火纯青	Talent: Perfect Mastery
天赋:神出鬼没	Talents:Invisible Strike
好，一起上吧！	Okay, let's get started!
姜婉对你的好感	Jiang Wan to youPositive feelings
姜映泉当前装备	Jiang YingquanCurrent Equipment
少林寺入门弟子	Shaolin TempleOuter Disciple
属性潜力 60	Attribute Potential 60
峨眉派上乘剑法	Emei SectSuperior Sword
峨眉派入门弟子	Emei SectOuter Disciple
崆峒派外门弟子	Kongtong SectInner Disciple
己方功绩不足！	Your achievements are insufficient!
布达拉宫 零级	Potala Palace Level 0
师傅早上好啊！	Good morning, master!
庄伏娘当前装备	Zhuang Fumniang's current equipment
应天书院 二级	Yingtian Academy Level 2
形象代码...	Image Code...
快速存档成功！	Quick archive successful!
怅望千秋一洒泪	Sorrowful, I shed tears over the ages
思中澜当前装备	Si ZhonglanCurrent Equipment
恢复效率+2%	Recovery Efficiency +2%
意志上 长兵上	WillpowerHigh PolearmHigh
我已有三成把握	I already have a thirty percent chance.
我早已了然于胸	I already know everything about it.
我替他应战便是	I will fight for him.
我替他还上便是	I'll repay it for him.
我竟会如此狼狈	I never thought I'd end up in such a mess.
我还有事...	I have other things to do…
我还需多加学习	I still need to learn more.
我颇有几分见解	I have some insights to share.
戴壮对你的好感	Dai Zhuang to youPositive feelings
技艺潜力 90	Life Skill Potential 90
拳掌威力+3%	Fist Power +3%
掌门 司马德源	Sect Leader Sima Deyuan
掌门 皇甫青衫	Sect Leader Huangfu Qingshan
掌门 空闻大师	Sect Leader Kongwen Dashi
提升强化等级至	Raise the enhancement level to
摧毁时伤害周围	Deaths when destroyed affect the surrounding area.
支持者包DLC	Supporter Pack DLC
无复射蛟江水中	There is no reflection in the water of the Jiao River.
昨夜东风吹血腥	Last night, the east wind brought bloodshed.
晋升为亲传弟子	Promoted to Prime Disciple
晋升为正式弟子	Promoted to Core Disciple
晋升长老需求:	PromotionElderRequirements:
更堪江上鼓鼙声	The sound of drums on the riverbank is even more disturbing.
本地资源点产量	Local Resource Node Output
村镇 万安客栈	Wanan Inn
村镇 仙居客栈	Xianju Inn
村镇 兴隆客栈	Xinglong Inn
村镇 同福客栈	Tongfu Inn
村镇 悦来客栈	Yuelai Inn
村镇 有间客栈	Youjian Inn
村镇 河洛客栈	Helo Inn
村镇 秀水客栈	Xiushui Inn
村镇 金刚密宗	Vajra Esoteric Sect
村镇 铸剑山庄	Sword Forging Villa
村镇 高升客栈	Gaosheng Inn
村镇 龙门客栈	Longmen Inn
杨师兄当心了！	Senior Yang, be careful!
杨思迟当前装备	Yang SichiCurrent Equipment
林云裳当前装备	Lin YunshangCurrent Equipment
查华征当前装备	Chahua Zheng's current equipment
正在 前往京城	Currently heading towards the capital city
正在 前往成都	Currently heading towardsChengdu
武学潜力 90	Martial Arts Potential 90
武学等级已满！	The martial arts level has been reached!
武当派亲传弟子	Wudang SectPrime Disciple
武当派入门弟子	Wudang SectOuter Disciple
武当派外门弟子	Wudang SectInner Disciple
武当派正式弟子	Wudang SectCore Disciple
每回合恢复体力	Restore Stamina per Round
消耗耐心 10	Consume Patience 10
清时有味是无能	Qingxi is delicious, but it's due to its poor quality.
清明(仙霞派)	Qingming(Xianxia Sect)
生命上限+40	Max Health +40
画本▼ 乐器▲	Illustrated books▼ Instruments ▲
白云天当前装备	Bai YuntianCurrent Equipment
百分比提升护甲	Increase Armor by Percentage
神机门正式弟子	Shenji SectCore Disciple
神机门进阶奇门	Shenji SectAdvanced Qimen
神机门进阶射术	Shenji SectAdvanced Archery
竟敢伤我严弟！	How dare you hurt my dear brother!
竟敢伤我刘兄！	How dare you hurt my brother Liu!
竟敢伤我孔妹！	How dare you hurt my sister!
竟敢伤我曲兄！	How dare you hurt my brother Qu!
竟敢伤我白妹！	How dare you hurt my Bai Mei!
竟敢伤我芮弟！	How dare you hurt my little brother!
竟敢伤我荀弟！	How dare you hurt my brother Xun!
竟敢伤我边弟！	How dare you hurt my brother!
竟敢伤我阴姐！	How dare you hurt my Yin Sister!
竟敢伤我马兄！	How dare you hurt my brother!
籍卉衣当前装备	Ji Huiyi's current equipment
组队限制 自由	Team formation restrictions Freedom
组队限制 适中	Team formation restrictions: Moderate
聚义门外门弟子	Alliance of JusticeInner Disciple
聚义门正式弟子	Alliance of JusticeCore Disciple
腊八(仙霞派)	Laba(Xianxia Sect)
自动存档成功！	Automatic archiving was successful!
茅山派入门弟子	Maoshan SectOuter Disciple
药王谷亲传弟子	Yaowang ValleyPrime Disciple
药王谷入门弟子	Yaowang ValleyOuter Disciple
药王谷外门弟子	Yaowang ValleyInner Disciple
药王谷正式弟子	Yaowang ValleyCore Disciple
蜡照半笼金翡翠	Wax-like, half-enclosed in golden emeralds
街头卖艺(三)	Street performers(Three)
街头卖艺(二)	Street performers(Two)
袈裟(仅男性)	Cape (Male Only)
该如何力挽狂澜	How can we turn the situation around?
负面抗性-3%	Negative Status Resistance -3%
还不可轻言失败	Don't say it's a failure yet.
遍插茱萸少一人	Fewer people are wearing dogwood decorations this time.
那不妨试上一试	Then, why not give it a try?
那我也不打扰了	Then I won't bother you anymore.
酒不醉人人自醉	No one is truly drunk if they don't drink alcohol.
酒器▲ 画本▲	Wine containers ▲ Illustrated books ▲
金刚密宗 功绩	Vajra Merit
金刚密宗 银钱	Vajra Silver
金龙帮外门弟子	Golden Dragon GangInner Disciple
铁掌帮亲传弟子	Iron Palm GangPrime Disciple
铁掌帮入门弟子	Iron Palm GangOuter Disciple
铁掌帮外门弟子	Iron Palm GangInner Disciple
铁掌帮正式弟子	Iron Palm GangCore Disciple
铸剑山庄 功绩	Sword Forging Merit
铸剑山庄 银钱	Sword Forging Silver
门派 万安客栈	Wanan Inn
门派 丐帮 ♥	Beggars Sect ♥
门派 仙居客栈	Xianju Inn
门派 兴隆客栈	Xinglong Inn
门派 同福客栈	Tongfu Inn
门派 唐门 ♥	Tang Sect ♥
门派 悦来客栈	Yuelai Inn
门派 有间客栈	Youjian Inn
门派 河洛客栈	Helo Inn
门派 秀水客栈	Xiushui Inn
门派 金刚密宗	Vajra Esoteric Sect
门派 铸剑山庄	Sword Forging Villa
门派 高升客栈	Gaosheng Inn
门派 龙门客栈	Longmen Inn
门派会议已召开	The sect meeting has been held.
门派实力 衰微	The strength of the sect has declined.
阎罗殿外门弟子	Yama PalaceInner Disciple
阎罗殿正式弟子	Yama PalaceCore Disciple
防:七探盘龙枪	Prevention:Seven Tests with the Dragon Spear
防:九死离魂掌	Prevention:Nine Deaths Departing Soul Palm
防:八荒六合戟	Defense: Eight Extremes Six Heavens Halberd
防:八阵盘龙刀	Prevention:Eight-Array Dragon Blade
防:十段锦长拳	Prevention:Ten Duan Brocade Fist
防:吉祥如意棍	Prevention:Lucky and prosperous staff
防:回风拂柳剑	Prevention:Returning Wind Flickering Willow Sword
防:天女散花篮	Prevention:Fairy Flower Basket
防:天玄七煞刀	Defense: Heavenly Mysterious Seven-Star Blade
防:如来千叶手	Defense: Tathagata Thousand-Leaf Palm
防:少林龙爪手	Prevention:Shaolin Dragon Claw Hand
防:快慢十八路	Prevention:Fast/Slow No. 18 Route
防:惊鸿一点枪	Prevention:A fleeting glimpse of a gun
防:扫落叶棍法	Defense: Leaf-Sweeping Staff Technique
防:无极玄功拳	Defense: Infinite Mysterious Internal Art Fist
防:沾衣十八跌	Prevention:It causes eighteen falls when it touches clothes.
防:泼墨成画功	Prevention:The skill of creating paintings with ink
防:牛头钢叉功	Prevention:Bull Head Steel Fork Art
防:真武荡魔剑	Defense: True Martial Demon Slashing Sword
防:碧血洗银枪	Defense: Jade Blood Silver Lance Cleansing
防:神倒鬼跌拳	Defense: Divine Trip Fist
防:胡笳十八拍	Prevention:Hugu Jia Shiba Pi
防:至云纽丝拳	Prevention:To Cloud Nix Fist
防:芭蕉铁扇功	Prevention:Banana Iron Fan Art
防:醉八仙棍法	Prevention:Drunken Eight Immortals Staff
防:铁门闩刀法	Prevention:Iron Door Lock Knife Method
防:镇魔斩妖刀	Defense: Demon-Slaying Blade
防:霹雳雷震刀	Prevention:Thunderous Blast Knife
防:飞叶斩片刀	Prevention:Feiye Chuangpi Dao
霸刀门秘传绝技	Badao SectSecret Body Art
青城派正式弟子	Qingcheng SectCore Disciple
非常人能够掌握	Only extraordinary people can master this.
鸡鸣紫陌曙光寒	Cocks crow at dawn, the road is covered in frost.
1年1月1日	January 1, Year 1
1年1月2日	January 2, Year 1
1年1月3日	January 3, Year 1
1年1月4日	January 4, Year 1
[主要任务]	[Main tasks]
[剧情任务]	[Plot tasks]
♦ 分舵管理	♦ Manage Branch Sect
不过平平而已	It's just average.
与公孙洪切磋	Compete with Gongsun Hong
与双汇能切磋	Compared toShuang HuinengCompetition
与姜映泉交友	Compared toJiang YingquanFriendships
与杨思迟交友	Compared toYang SichiFriendships
与熊七威切磋	Compete with Xiong Qiwei
与裴朵莽切磋	Compete with Pei Duomang
与陆沉舟切磋	Compared toLu ChenzhouCompetition
与魏胥华切磋	Compared toWei XuhuaCompetition
丐帮入门弟子	Beggars SectOuter Disciple
丐帮外门弟子	Beggars SectInner Disciple
中年赵.胤宗	Zhongnian Zhao Yinzong
了解周遭情况	Understand the situation around you.
了解远处情况	Understand the situation in the distance.
二十四路枪势	Twenty Four Road Spear Stance
五毒教 功绩	Five Poisons Merit
五毒教 银钱	Five Poisons Silver
仙霞派 功绩	Xianxia Merit
仙霞派 银钱	Xianxia Silver
令人哑然失笑	It's utterly ridiculous.
令你心服口服	Make you convinced and agree
伏牛派 功绩	Funiu Merit
伏牛派 银钱	Funiu Silver
休养恢复状态	Rest and recovery status
休息中...	Resting time...
优先治疗武学	Give priority to treating martial arts-related injuries.
优质头盔上品	High-quality helmetsSuperior
优质护甲上品	High-quality armorSuperior
优质护甲残品	High-quality armorDamaged
优质饰品中品	High-quality accessoriesFine
伤害+50%	Damage +50%
伤害-50%	Damage -50%
住宿中...	Currently staying at a place...
体质+50%	Constitution +50%
体质-50%	Constitution -50%
余师姐当心！	Senior Yu, be careful!
修炼清凉扇法	TrainingCool Breeze Fan
修炼贼寇刀法	TrainingBandit Blade
修炼连环剑法	TrainingChain Sword
先天无上罡气	Xiantian Supreme Gang Qi
全体开启自动	Turn automatic mode on for all.
八卦门 功绩	Bagua Merit
八卦门 银钱	Bagua Silver
兵器铺 一级	Weapon Shop Level 1
兵器铺 二级	Weapon Shop Level 2
兵器铺 四级	Weapon Shop Level 4
兵器铺 零级	Weapon Shop Level 0
内力上限+4	Max Inner Force +4
内力上限-8	Max Inner Force -8
内功 吐纳法	Inner Kung: Breath Altering Techniques
减少所受伤势	Reduce Injury Taken
凶暴劣质重靴	Violent, inferior heavy boots
击败敌方全体	Defeat all enemies
刀法攻击距离	Blade Attack Range
切勿自以为是	Don't be too confident.
切磋无法使用	It cannot be used for competitive purposes.
初习禁军枪术	First time learningImperial Guard Spearmanship
剑法攻击距离	Sword Attack Range
力道+50%	Strength +50%
力道-50%	Strength -50%
加快时间流速	Speed up the time flow
劣质丹药上品	Inferior ElixirSuperior
劣质丹药下品	Inferior ElixirCrude
劣质头盔上品	Low-Quality HeadgearSuperior
劣质头盔残品	Low-Quality HeadgearDamaged
劣质护甲残品	Poor-quality armorDamaged
劣质武器下品	Low-Quality WeaponCrude
劣质武器中品	Low-Quality WeaponFine
劣质武器极品	Low-Quality WeaponExceptional
劣质武器残品	Low-Quality WeaponDamaged
劣质武器珍品	Low-Quality WeaponRare
劣质足履上品	Low-Quality FootwearSuperior
劣质足履下品	Low-Quality FootwearCrude
劣质足履中品	Low-Quality FootwearFine
劣质足履残品	Low-Quality FootwearDamaged
劣质足履珍品	Low-Quality FootwearRare
劣质饰品下品	Poor-quality jewelryCrude
劣质饰品残品	Poor-quality jewelryDamaged
势力 七里镇	Qili Town
势力 乐山镇	Leshan Town
势力 云梦乡	Yunmeng Township
势力 五毒教	Five Poisons Sect
势力 仙霞派	Xianxia Sect
势力 伏牛派	Funiu Sect
势力 余杭镇	Yuhang Town
势力 佛山镇	Foshan Town
势力 八卦门	Bagua Sect
势力 剑川镇	Jianchuan Town
势力 墨脱县	Motuo County
势力 大隐阁	Dayin Pavilion
势力 天山派	Tianshan Sect
势力 太平乡	Taiping Township
势力 威远村	Weiyuan Village
势力 子午镇	Ziwu Town
势力 宁化乡	Ninghua Township
势力 富阳镇	Fuyang Town
势力 少林寺	Shaolin Temple
势力 峨眉派	Emei Sect
势力 崆峒派	Kongtong Sect
势力 巨鲸帮	Giant Whale Gang
势力 巴陵村	Baling Village
势力 当涂镇	Dangtu Town
势力 怀柔村	Huairou Village
势力 扶胥镇	Fuxu Town
势力 昌都镇	Changdu Town
势力 普洱村	Pu'er Village
势力 景德镇	Jingde Town
势力 朱仙镇	Zhuxian Town
势力 板桥镇	Banqiao Town
势力 枫桥镇	Fengqiao Town
势力 武当派	Wudang Sect
势力 武邑乡	Wuyi Township
势力 永昌村	Yongchang Village
势力 河内乡	Henei Township
势力 海沙帮	Haisha Gang
势力 清远乡	Qingyuan Township
势力 灵台村	Lingtai Village
势力 玉溪村	Yuxi Village
势力 神机门	Shenji Sect
势力 章丘镇	Zhangqiu Town
势力 聚义门	Alliance of Justice
势力 腾冲府	Tengchong Prefecture
势力 茅山派	Maoshan Sect
势力 药王谷	Yaowang Valley
势力 蓬莱派	Penglai Sect
势力 蚕丛村	Cangcong Village
势力 襄垣村	Xiangyuan Village
势力 那曲乡	Naqu Township
势力 酒泉村	Jiuquan Village
势力 金龙帮	Golden Dragon Gang
势力 铁掌帮	Iron Palm Gang
势力 长乐帮	Changle Gang
势力 阎罗殿	Yama Palace
势力 陇西县	Longxi County
势力 霸刀门	Badao Sect
势力 霹雳堂	Thunderclap Hall
势力 青城派	Qingcheng Sect
势力 飞龙门	Flying Dragon Sect
势力 高邮镇	Gaoyou Town
势力 黄河帮	Yellow River Gang
医术 [经验	Medicine [Experience
十三太保横练	Thirteen Taibao Iron Body
十六路青龙戟	Sixteen Road Azure Dragon Halberd
卸力 12%	Force Force Deflection 12%
卸力 13%	Force Force Deflection 13%
卸力+50%	Force Force Deflection +50%
卸力-50%	Force Force Deflection -50%
压制 12%	Suppression 12%
压制 13%	Suppression 13%
压制+50%	Suppression +50%
参加拍卖大会	Participate in the auction fair
参加赛马大会	Participate in horse racing competitions
参加鉴宝大赛	Participate in the treasure appraisal competition
反击 13%	Counterattack 13%
反击+50%	Counterattack +50%
受伤+50%	Damage Taken +50%
受伤-50%	Damage Taken -50%
只恐贻笑大方	I'm afraid it will only bring laughter and ridicule.
右侧弹出消息	A message will pop up on the right side.
名家辩才大会	The Grand Debate Competition
命中+50%	Accuracy +50%
命中-50%	Accuracy -50%
咫尺普通鞋履	Close-Step Common Shoes
哎，追之不及	Alas, it's impossible to catch up with them.
唐门上乘射术	Tang SectSuperior Archery
唐门亲传弟子	Tang SectPrime Disciple
唐门入门弟子	Tang SectOuter Disciple
唐门外门弟子	Tang SectInner Disciple
唐门正式弟子	Tang SectCore Disciple
喜怒哀乐大法	Joy Anger Sorrow Pleasure Art
嘿嘿，多谢师	Hehe, thank you, teacher.
固定减少伤害	Fixed Damage Reduction
城市 七里镇	Qili Town
城市 乐山镇	Leshan Town
城市 云梦乡	Yunmeng Township
城市 五毒教	Five Poisons Sect
城市 仙霞派	Xianxia Sect
城市 伏牛派	Funiu Sect
城市 余杭镇	Yuhang Town
城市 佛山镇	Foshan Town
城市 八卦门	Bagua Sect
城市 剑川镇	Jianchuan Town
城市 墨脱县	Motuo County
城市 大隐阁	Dayin Pavilion
城市 天山派	Tianshan Sect
城市 太平乡	Taiping Township
城市 威远村	Weiyuan Village
城市 子午镇	Ziwu Town
城市 宁化乡	Ninghua Township
城市 富阳镇	Fuyang Town
城市 少林寺	Shaolin Temple
城市 峨眉派	Emei Sect
城市 崆峒派	Kongtong Sect
城市 巨鲸帮	Giant Whale Gang
城市 巴陵村	Baling Village
城市 当涂镇	Dangtu Town
城市 怀柔村	Huairou Village
城市 扶胥镇	Fuxu Town
城市 昌都镇	Changdu Town
城市 普洱村	Pu'er Village
城市 景德镇	Jingde Town
城市 朱仙镇	Zhuxian Town
城市 板桥镇	Banqiao Town
城市 枫桥镇	Fengqiao Town
城市 武当派	Wudang Sect
城市 武邑乡	Wuyi Township
城市 永昌村	Yongchang Village
城市 河内乡	Henei Township
城市 海沙帮	Haisha Gang
城市 清远乡	Qingyuan Township
城市 灵台村	Lingtai Village
城市 玉溪村	Yuxi Village
城市 神机门	Shenji Sect
城市 章丘镇	Zhangqiu Town
城市 聚义门	Alliance of Justice
城市 腾冲府	Tengchong Prefecture
城市 茅山派	Maoshan Sect
城市 药王谷	Yaowang Valley
城市 蓬莱派	Penglai Sect
城市 蚕丛村	Cangcong Village
城市 襄垣村	Xiangyuan Village
城市 那曲乡	Naqu Township
城市 酒泉村	Jiuquan Village
城市 金龙帮	Golden Dragon Gang
城市 铁掌帮	Iron Palm Gang
城市 长乐帮	Changle Gang
城市 阎罗殿	Yama Palace
城市 陇西县	Longxi County
城市 霸刀门	Badao Sect
城市 霹雳堂	Thunderclap Hall
城市 青城派	Qingcheng Sect
城市 飞龙门	Flying Dragon Sect
城市 高邮镇	Gaoyou Town
城市 黄河帮	Yellow River Gang
增加基础伤害	Increase base damage
多谢姜师姐，	Thank you, Sister Jiang.
多谢师傅厚爱	Thank you very much for your kindness, master.
大智无定棍法	Great Wisdom Unbound Staff
大隐阁 功绩	Dayin Merit
大隐阁 银钱	Dayin Silver
大黑天降魔功	Mahakala Demon Subduing Art
天山派 功绩	Tianshan Merit
天山派 银钱	Tianshan Silver
天赋点 12	Talent Points 12
天赋点 16	Talent Points 16
天赋点 99	Talent Points 99
奇门攻击距离	Qimen Attack Range
姜婉当前装备	Jiang WanCurrent Equipment
完美饰品下品	Perfect AccessoriesCrude
宗师比武大会	Master Competition
容我娓娓道来	Let me tell you in detail.
射术攻击距离	Archery Attack Range
少林寺 功绩	Shaolin Merit
少林寺 银钱	Shaolin Silver
峨眉派 功绩	Emei Merit
峨眉派 银钱	Emei Silver
崆峒派 功绩	Kongtong Merit
崆峒派 银钱	Kongtong Silver
崇圣寺 一级	Chongsheng Temple Level 1
巡查中...	During the inspection...
工作中...	At work…
工匠坊 五级	Artisan Workshop Level 5
工匠坊 四级	Artisan Workshop Level 4
工匠坊 零级	Artisan Workshop Level 0
巨鲸帮 功绩	Giant Whale Merit
巨鲸帮 银钱	Giant Whale Silver
已经到极限了	Already at the limit.
布施中...	In the act of giving...
平师兄当心！	Senior Brother Ping, watch out!
庸凡劣质软鞭	Mundane Low-Quality Whip
建筑三级解锁	Level 3 of the building is unlocked.
建筑九级解锁	Building level 9 is unlocked.
建筑二级解锁	Construction level 2 unlocked
建筑八级解锁	Building level 8 is unlocked.
建筑六级解锁	Level 6 of the building has been unlocked.
建筑四级解锁	Building level 4 is unlocked
建造消耗 (	Construction consumption(
当前最高纪录	Current record
心意气混元功	Heart Mind Qi Yuanhe Art
快刀斩乱麻吧	Cut through the chaos with a sharp sword.
恩断义绝刀法	Severed Bond Blade
意志+50%	Willpower +50%
意志-50%	Willpower -50%
成为亲传弟子	Become a Prime Disciple
我亲自出马！	I'll take care of it myself!
我先干为敬！	I'll start first, as a sign of respect!
我就随便看看	I'll just take a quick look.
我还未出全力	I haven't yet given it my full effort.
战八方藏刀式	Eight Directions Hidden Blade Style
战斗屏幕震动	Battle screen shake
战斗行动速度	Battle action speed
战斗视角跟随	Combat Camera Follow
打扫中...	Cleaning in progress...
托顾师兄的福	Thanks to Brother Tuo Gu.
把地契拿来吧	Please bring the land deed here.
折扣100%	Discount 100%
护甲+50%	Armor +50%
护甲-50%	Armor -50%
拳掌攻击距离	Fist Attack Range
挖掘中...	Excavating…
掌门 乐无疾	Sect Leader Le Wuji
掌门 凌北渊	Sect Leader Ling Beiyuan
掌门 南宫瑶	Sect Leader Nangong Yao
掌门 吕寻峰	Sect Leader Lü Xunfeng
掌门 周莫知	Sect Leader Zhou Mozhi
掌门 唐逸影	Sect Leader Tang Yiying
