# LongYin English canonical data - generated from the complete user translation corpus
猛火油	Fierce Fire Oil
猛禽手	Raptor Hand
猴儿酿	Monkey Brew
玄冰池	Black Ice Pool
玄天指	Xuantian Finger
玉大侠	Great Hero Yu
玉女侠	Heroine Yu
玉少侠	Young Hero Yu
玉师伯	Senior Uncle Yu
玉师侄	Grand-Disciple Yu
玉师兄	Senior Brother Yu
玉师公	Grand-Master Yu
玉师叔	Junior Uncle Yu
玉师妹	Junior Sister Yu
玉师姐	Senior Sister Yu
玉师弟	Junior Brother Yu
玉师祖	Ancestor-Master Yu
玉带诀	Jade Belt Technique
玉徒孙	Grand-Student Yu
玉溪村	Yuxi Village
玉花骢	Yuhua Cong
玉蜂针	Jade Bee Needle
玉观音	Yu Guanyin
玉麟儿	Yulin
玉麟兄	Brother Yulin
玉麟妹	Sister Yulin
玉麟姐	Sister Yulin
玉麟弟	Brother Yulin
王.伦	Wang Lun
王.彪	Wang Biao
王.霸	Wang Ba
王大侠	Great Hero Wang
王女侠	Heroine Wang
王少侠	Young Hero Wang
王师伯	Senior Uncle Wang
王师侄	Grand-Disciple Wang
王师兄	Senior Brother Wang
王师公	Grand-Master Wang
王师叔	Junior Uncle Wang
王师妹	Junior Sister Wang
王师姐	Senior Sister Wang
王师弟	Junior Brother Wang
王师祖	Ancestor-Master Wang
王徒孙	Grand-Student Wang
王惜追	Wang Xi Chui
王添翼	Wang Tianyi
王馨祝	Wang Xinzhu
珍宝铺	Treasure Shop
珠玉▲	Jewel▲
珠玉▼	Jewel▼
班八晃	Ban Bahuang
班见杀	Ban Jiansha
琉璃杯	Lustre cup
琴光秋	Qin Guangqiu
琴碧弦	Qin Bixian
瑶大侠	Great Hero Yao
瑶女侠	Heroine Yao
瑶少侠	Young Hero Yao
瑶师伯	Senior Uncle Yao
瑶师侄	Grand-Disciple Yao
瑶师兄	Senior Brother Yao
瑶师公	Grand-Master Yao
瑶师叔	Junior Uncle Yao
瑶师妹	Junior Sister Yao
瑶师姐	Senior Sister Yao
瑶师弟	Junior Brother Yao
瑶师祖	Ancestor-Master Yao
瑶徒孙	Grand-Student Yao
璇玑儿	Xuanji
璇玑兄	Brother Xuanji
璇玑妹	Sister Xuanji
璇玑姐	Sister Xuanji
璇玑弟	Brother Xuanji
甄占旋	Zhen Zhanxuan
甄铸壬	Zhen Zhuren
甘姿亭	Gan Ziting
甘棠港	Gantang Port
甘融挂	Gan Ronggua
生大侠	Great Hero Sheng
生女侠	Heroine Sheng
生少侠	Young Hero Sheng
生师伯	Senior Uncle Sheng
生师侄	Grand-Disciple Sheng
生师兄	Senior Brother Sheng
生师公	Grand-Master Sheng
生师叔	Junior Uncle Sheng
生师妹	Junior Sister Sheng
生师姐	Senior Sister Sheng
生师弟	Junior Brother Sheng
生师祖	Ancestor-Master Sheng
生徒孙	Grand-Student Sheng
甩袖箭	Sleeve Arrow
田乱夫	Tian Luanfu
田事衍	Tian Shiyan
田前兵	Tian Qianbing
田桑儿	Tiansang
田桑兄	Brother Tiansang
田桑妹	Sister Tiansang
田桑姐	Sister Tiansang
田桑弟	Brother Tiansang
申冰慧	Shin Binghui
申稚真	Shen Zhizhen
画本▲	Illustrated books ▲
画本▼	Illustrated books▼
疗伤室	Infirmary
疯魔[	Berserk[
疲劳[	Fatigue[
疾电步	Lightning Speed Step
病鲁班	Ailing Luban
痨病鬼	Plague Ghost
白义马	Bai Yi Horse
白云天	Bai Yuntian
白云子	White Cloud Master
白兔马	Baitu Horse
白大侠	Great Hero Bai
白女侠	Heroine Bai
白少侠	Young Hero Bai
白师伯	Senior Uncle Bai
白师侄	Grand-Disciple Bai
白师兄	Senior Brother Bai
白师公	Grand-Master Bai
白师叔	Junior Uncle Bai
白师妹	Junior Sister Bai
白师姐	Senior Sister Bai
白师弟	Junior Brother Bai
白师祖	Ancestor-Master Bai
白徒孙	Grand-Student Bai
白玉杯	White Jade Cup
白翎箭	White Feather Arrow
白蹄乌	Baiti Wu
白齐梁	Bai Qiliang
白龙驹	Bailong Ju
百城儿	Baicheng
百城兄	Brother Baicheng
百城妹	Sister Baicheng
百城姐	Sister Baicheng
百城弟	Brother Baicheng
百炼功	Hundred Forging Art
百胜儿	Baisheng
百胜兄	Brother Baisheng
百胜妹	Sister Baisheng
百胜姐	Sister Baisheng
百胜弟	Brother Baisheng
百衲衣	Patchwork Robe
百里安	Baili An
的卢马	Dilu Horse
皇甫儿	Huangfu
皇甫兄	Brother Huangfu
皇甫公	Huangfu Gong
皇甫妹	Sister Huangfu
皇甫姐	Sister Huangfu
皇甫弟	Brother Huangfu
皇甫斌	Huangfu Bin
皓月拳	Bright Moon Fist
皮之念	Pi Zhinian
皮守太	Pi Shou Tai
皮散域	Pi Sanyu
皮晗蜜	Pi Hanmi
益气散	Qi Replenishment Powder
益炭单	Yi Tandan
益皓上	Yi Haoshang
益眉芮	Yi Meirui
益长庭	Yi Zhangting
益鸯歆	Yi Yangxin
盛平惠	Sheng Pinghui
盛推马	Sheng Tui Ma
盛空祖	Sheng Kongzu
目标:	Goal:
目盲[	Blind[
相宙市	Xiang Zhoushi
相星术	Star Reading Art
相纤曦	Xiang Xianxi
真言儿	Zhenyan
真言兄	Brother Zhenyan
真言妹	Sister Zhenyan
真言姐	Sister Zhenyan
真言弟	Brother Zhenyan
督与稚	Du Yuzhi
督亭欢	Du Tinghuan
督瑜馨	Du Yuxin
督璧二	Du Bi Er
知远儿	Zhiyuan
知远兄	Brother Zhiyuan
知远妹	Sister Zhiyuan
知远姐	Sister Zhiyuan
知远弟	Brother Zhiyuan
短刀术	Short Blade Art
石大侠	Great Hero Shi
石女侠	Heroine Shi
石守信	Shi Shouxin
石少侠	Young Hero Shi
石峰越	Shi Feng Yue
石崇虎	Shi Chonghu
石师伯	Senior Uncle Shi
石师侄	Grand-Disciple Shi
石师兄	Senior Brother Shi
石师公	Grand-Master Shi
石师叔	Junior Uncle Shi
石师妹	Junior Sister Shi
石师姐	Senior Sister Shi
石师弟	Junior Brother Shi
石师祖	Ancestor-Master Shi
石幻鹏	Shi Huanpeng
石徒孙	Grand-Student Shi
石灰散	Lime Powder
石锁功	Stone Lock Art
石黛若	Shide Ruo
砚之儿	Yanzhi
砚之兄	Brother Yanzhi
砚之妹	Sister Yanzhi
砚之姐	Sister Yanzhi
砚之弟	Brother Yanzhi
破甲[	Armor Break[
破虏儿	Polu
破虏兄	Brother Polu
破虏妹	Sister Polu
破虏姐	Sister Polu
破虏弟	Brother Polu
硝石法	Saltpeter Art
硬气功	Hard Qi Art
碎颅钉	Skull Crushing Nail
碧磷针	Cyan Phosphorus Needle
碧罗掌	Bilu Palm
磐石劲	Bedrock Force
磐罡步	Pangang Step
祁蕾萱	Qi Leixuan
祖大侠	Great Hero Zu
祖女侠	Heroine Zu
祖少侠	Young Hero Zu
祖师伯	Senior Uncle Zu
祖师侄	Grand-Disciple Zu
祖师兄	Senior Brother Zu
祖师公	Grand-Master Zu
祖师叔	Junior Uncle Zu
祖师妹	Junior Sister Zu
祖师姐	Senior Sister Zu
祖师弟	Junior Brother Zu
祖师祖	Ancestor-Master Zu
祖徒孙	Grand-Student Zu
祖心炎	Zu Xinyan
祖持晓	Zu Chixiao
祖梦九	Zu Mengjiu
祖造鬼	Zuozao Ghosts
祖郎富	Zu Langfu
祝印乐	Wish you happiness and joy.
祝瓷力	Zhu Cili
祝畅塔	Zhu Changta
祝馆筑	Happy construction of the pavilion.
神凫马	Shenfu Horse
神机箭	Divine Mechanism Arrow
神机门	Shenji Sect
神行[	Divine Step[
神足通	Divine Feet Penetration
禄田畅	Lu Tianchang
禄逐坤	Lu Zhukun
禄醒则	Lu Xingze
福新炉	Fuxin Furnace
福瑜凡	Fu Yufan
福粉久	Fu Fenjiu
福行渊	Fu Xingyuan
福阵年	Fu Zhennian
禹学寒	Yu Xuehan
禹治简	Yu Zhijian
离大侠	Great Hero Li
离女侠	Heroine Li
离少侠	Young Hero Li
离师伯	Senior Uncle Li
离师侄	Grand-Disciple Li
离师兄	Senior Brother Li
离师公	Grand-Master Li
离师叔	Junior Uncle Li
离师妹	Junior Sister Li
离师姐	Senior Sister Li
离师弟	Junior Brother Li
离师祖	Ancestor-Master Li
离徒孙	Grand-Student Li
秋守达	Qiu Shouda
秋琢诚	Qiu Zhuocheng
秋采南	Qiu Cainan
秦宙光	Qin Zhouguang
秦蜜夏	Qin Mixia
秦语诚	Qin Yucheng
移距:	Distance of movement:
程珂七	Cheng Keqi
空虚衣	Empty Clothes
空见儿	Kongjian
空见兄	Brother Kongjian
空见妹	Sister Kongjian
空见姐	Sister Kongjian
空见弟	Brother Kongjian
空闻儿	Kongwen
空闻兄	Brother Kongwen
空闻妹	Sister Kongwen
空闻姐	Sister Kongwen
空闻弟	Brother Kongwen
穿帘步	Curtain Piercing Step
穿心钉	Heart Piercing Nail
穿甲:	Armor Piercing:
突火筒	Fire Tube
窦盼芙	Dou Panfu
窦绫蓝	Dou Linglan
章丘镇	Zhangqiu Town
章霜电	Zhang Shuangdian
童卿尘	Tong Qingchen
童喜听	Tong Xiting
童敏姗	Tong Minshan
童治煌	Tong Zhihuang
童莉忘	Tong Liwang
童袅至	Tong Niaozhi
端木柳	Duanmu Liu
端木正	Duanmu Zheng
端木茗	Duanmu Ming
竹叶青	Zhuyeqing Wine
竺四雪	Zhu Sixue
竺栗秉	Zhu Libing
竺飞儿	Zhu Feier
符陶健	Fu Taojian
符马华	Fu Ma Hua
第一件	The first item
第一名	First place
第一轮	First round
第一重	Layer 1
第七件	The seventh item
第七重	Layer 7
第三件	The third item
第三名	Third place
第三轮	Third round
第三重	Layer 3
第九件	The ninth item
第九重	Layer 9
第二件	The second item
第二名	Second place
第二轮	Second round
第二重	Layer 2
第五件	The fifth item
第五轮	Fifth Round
第五重	Layer 5
第八件	The eighth item
第八重	Layer 8
第六件	The sixth item
第六重	Layer 6
第十件	The tenth item
第十重	Layer 10
第四件	The fourth item
第四轮	Fourth round
第四重	Layer 4
第零重	Layer 0
简学泰	Jian Xuetai
简装<	Casual <
管宾热	Guan Binre
管林荧	Guan Linying
管盈悦	Guan Yingyue
管示铭	Guan Shiming
管韦峰	Guan Weifeng
籍卉衣	Ji Huiyi
籍女佩	Ji Nvpei
籍晓妹	Ji Xiaomei
籍秀仙	Ji Xiuxian
籍蔓非	Ji Wanfei
米大煌	Mi Da Huang
米德文	Midwen
米稚约	Mi Zhiyue
糜苏水	Mi Sushui
糜荆忆	Mi Jingyi
系绳镖	Rope Dart
索历若	Sorirou
紫藤丹	Purple Wisteria Elixir
紫金丹	Zijin Dan
紫霄宫	Zixiao Palace
红中寺	Hongzhong Temple
红克庄	Hong Kezhuang
红卷蓉	Hong Juanrong
红木旋	Rosewood Spin
红枪兆	Hong Qiangzhao
红烧肉	Red-Braised Pork
红苍影	Red Shadow
纤离马	Xianli Horse
纪珑影	Ji Longying
练功房	Training Room
练武场	Training Grounds
终净琦	Zhong Jingqi
终凌玑	Zhong Lingji
经世儿	Jingshi
经世兄	Brother Jingshi
经世妹	Sister Jingshi
经世姐	Sister Jingshi
经世弟	Brother Jingshi
经前末	Jing Qianmo
经瓷彪	Jing Cibiao
经脉|	Meridians|
经色卿	Jing Seqing
绝义儿	Jueyi
绝义兄	Brother Jueyi
绝义妹	Sister Jueyi
绝义姐	Sister Jueyi
绝义弟	Brother Jueyi
绝影马	Jueying Horse
绝户爪	Bloodline Severing Claw
绝技|	Body Art|
绣花针	Embroidery Needle
绿耳马	Lü'er Horse
缪向共	Miao Xiang Gong
缪君卿	Miao Junqing
缪命冬	Mou Mingdong
缪墨季	Miao Moji
缪梧启	Miao Wuqi
缪露牧	Miao Lumu
缸沿功	Jar Rim Art
缺大侠	Great Hero Que
缺女侠	Heroine Que
缺少侠	Young Hero Que
缺师伯	Senior Uncle Que
缺师侄	Grand-Disciple Que
缺师兄	Senior Brother Que
缺师公	Grand-Master Que
缺师叔	Junior Uncle Que
缺师妹	Junior Sister Que
缺师姐	Senior Sister Que
缺师弟	Junior Brother Que
缺师祖	Ancestor-Master Que
缺徒孙	Grand-Student Que
罗八怪	Luo Bagua
罗大侠	Great Hero Luo
罗女侠	Heroine Luo
罗少侠	Young Hero Luo
罗师伯	Senior Uncle Luo
罗师侄	Grand-Disciple Luo
罗师兄	Senior Brother Luo
罗师公	Grand-Master Luo
罗师叔	Junior Uncle Luo
罗师妹	Junior Sister Luo
罗师姐	Senior Sister Luo
罗师弟	Junior Brother Luo
罗师祖	Ancestor-Master Luo
罗徒孙	Grand-Student Luo
罗横阔	Luo Hengkuo
罗王儿	Luowang
罗王兄	Brother Luowang
罗王妹	Sister Luowang
罗王姐	Sister Luowang
罗王弟	Brother Luowang
罗醉夜	Luo Zuiye
羊前奋	Yang Qianfen
羊娃袖	Sheepkin Sleeves
羊尤醉	Yang Youzui
羊展会	Sheep Fair
羊秀桂	Yang Xiugui
羌姆袍	Qiang Robe
翁妍红	Weng Yanhong
翁广鸳	Weng Guangyuan
翁忠界	Weng Zhongjie
翁殿富	Weng Dianfu
翁辰霜	Weng Chenshuang
翟华卿	Di Huaqing
翟嘉谷	Di Jiagu
翟黑磨	Zhai Heimo
翻天印	Heaven Overturning Seal
翻腾术	Tumbling Art
耍狗熊	Bear Taming Act
耐药性	Drug resistance
耿冷娘	Geng Lengniang
耿单增	Geng Danzeng
耿莽刀	Geng Mangdao
耿言莹	Geng Yanying
耿黑晶	Geng Heijing
聂树前	Nie Shuqian
聂落蕙	Nie Luohui
聚义门	Alliance of Justice
胡克语	Hu Keyu
胡彗哨	Hu Hui Shao
胡炉见	Hu Lujian
胤宗儿	Yinzong
胤宗兄	Brother Yinzong
胤宗妹	Sister Yinzong
胤宗姐	Sister Yinzong
胤宗弟	Brother Yinzong
胥九笙	Xu Jiu Sheng
胥华儿	Xuhua
胥华兄	Brother Xuhua
胥华妹	Sister Xuhua
胥华姐	Sister Xuhua
胥华弟	Brother Xuhua
胥友刻	Xu Youke
胥岳经	Xu Yuejing
胥汇海	Xu Huihai
胥派固	Xu Pai Gu
能化龙	Neng Hualong
能陈斌	Neng Chenbin
脆弱[	Fragile[
脉络诀	Meridian Technique
腊八粥	Laba Congee
腐尸功	Rotting Corpse Art
腐尸毒	Rotting Corpse Poison
腐骨针	Bone Rotting Needle
腾冲府	Tengchong Prefecture
膏肓俞	Gao Huan Yu
膝阳关	Knee Yang Guan
臧四松	Zang Sisong
臧型林	Zang Xinglin
臧焰霄	Zang Yanxiao
臧翠奕	Zang Cuiyi
臧耀划	Zang Yaohua
臧芝珂	Zang Zhike
臧钢友	Zang Gangyou
自叙帖	Self-Portrait
自封儿	Zifeng
自封兄	Brother Zifeng
自封妹	Sister Zifeng
自封姐	Sister Zifeng
自封弟	Brother Zifeng
舒丹禄	Shu Danlu
舒廊晃	Shu Langhuang
舒房胜	Shu Fangsheng
舒贞姝	Shu Zhenshu
舞阳儿	Wuyang
舞阳兄	Brother Wuyang
舞阳妹	Sister Wuyang
舞阳姐	Sister Wuyang
舞阳弟	Brother Wuyang
般若掌	Prajna Palm
艾字势	Ai Zhi Shi
艾实赤	Ai Shichi
芮圆温	Rui Yuanwen
芮忆杏	Rui Yixing
芮草一	Rui Caoyi
芮鸣悲	Rui Mingbei
芮鹿宛	Rui Luwan
花塔惊	Hua Tajing
花子棍	Beggar's Staff
花枪法	Ornate Spear
花架门	Flower Frame Gate
花眉约	Hua Meiyue
花稚琴	Hua Zhiqin
花莱彬	Hua Laibin
花雕酒	Huadiao Wine
花鼓戏	Flower Drum Opera
芷大侠	Great Hero Zhi
芷女侠	Heroine Zhi
芷少侠	Young Hero Zhi
芷师伯	Senior Uncle Zhi
芷师侄	Grand-Disciple Zhi
芷师兄	Senior Brother Zhi
芷师公	Grand-Master Zhi
芷师叔	Junior Uncle Zhi
芷师妹	Junior Sister Zhi
芷师姐	Senior Sister Zhi
芷师弟	Junior Brother Zhi
芷师祖	Ancestor-Master Zhi
芷徒孙	Grand-Student Zhi
苍壤森	Cang Rangsen
苍穹儿	Cangqiong
苍穹兄	Brother Cangqiong
苍穹妹	Sister Cangqiong
苍穹姐	Sister Cangqiong
苍穹弟	Brother Cangqiong
苍麻溪	Cang Maxi
苏丛工	Su Conggong
苏四火	Su Sihuo
苏笙玖	Su Shengjiu
苏谷境	Su Gujing
苏豪龄	Su Haoling
苏轮侠	Su Lunxia
范尽薇	Fan Jinwei
范心土	Fan Xintu
范方共	Fan Fanggong
范洋圆	Fan Yangyuan
范琪漆	Fan Qiqi
范诚院	Fan Chengyuan
范诚鬼	Fan Chenggui
茅叔晖	Mao Shuhui
茅回嘉	Mao Hui Jia
茅山派	Maoshan Sect
茅银麒	Mao Yinqi
茯苓糕	Poria Cake
茹双全	Ru Shuangquan
茹融太	Ru Rong Tai
荀征义	Xun Zhengyi
荆刚铁	Jing Gangtie
荆施澄	Jing Shicheng
荆防丸	Jingfang Pill
草上飞	Grass Skimmer
草木谱	Plant Catalog
荣丙转	Rong Bingzhuan
荣切划	Rongquei Kua
药性:	Pharmacological properties:
药王谷	Yaowang Valley
莘弃燃	Shen Qiran
莘渐治	Shen Jianzhi
莘潜逸	Shen Qianyi
莘热毒	Shen Redu
莘舒潇	Shen Shuxiao
莘颀艳	Shen Qiyan
莫卿琼	Mo Qingqiong
莫境倩	Mo Jingqian
莫知儿	Mozhi
莫知兄	Brother Mozhi
莫知妹	Sister Mozhi
莫知姐	Sister Mozhi
莫知弟	Brother Mozhi
莫诚扬	Mo Chengyang
莫追霞	Mo Zhuixia
莫高窟	Mogao Caves
莲花掌	Lotus Palm
菲大侠	Great Hero Fei
菲女侠	Heroine Fei
菲少侠	Young Hero Fei
菲师伯	Senior Uncle Fei
菲师侄	Grand-Disciple Fei
菲师兄	Senior Brother Fei
菲师公	Grand-Master Fei
菲师叔	Junior Uncle Fei
菲师妹	Junior Sister Fei
菲师姐	Senior Sister Fei
菲师弟	Junior Brother Fei
菲师祖	Ancestor-Master Fei
菲徒孙	Grand-Student Fei
菲燕子	Fei Yanzi
萧八楠	Xiao Banan
萧凝剑	Xiao Ningjian
萧原剑	Xiao Yuan Sword
萧嘉真	Xiao Jiazhen
萧坚冰	Xiao Jianbing
萧安交	Xiao Anjiao
葛丹梁	Ge Dan Liang
葛大侠	Great Hero Ge
葛女侠	Heroine Ge
葛少侠	Young Hero Ge
葛师伯	Senior Uncle Ge
葛师侄	Grand-Disciple Ge
葛师兄	Senior Brother Ge
葛师公	Grand-Master Ge
葛师叔	Junior Uncle Ge
葛师妹	Junior Sister Ge
葛师姐	Senior Sister Ge
葛师弟	Junior Brother Ge
葛师祖	Ancestor-Master Ge
葛徒孙	Grand-Student Ge
葛知远	Ge Zhiyuan
葛郎接	Ge Langjie
葡萄酒	Grape Wine
董恩雁	Dong Enyan
蒋亮田	Jiang Liangtian
蒋蝶妃	Jiang Diefei
蒋韵彤	Jiang Yuntong
蒙古马	Mongolian Horse
蒙延力	Meng Yanli
蒙温莹	Meng Wenying
蒙瑶白	Meng Yaobai
蒯嫣情	Kuai Yanqing
蒯征勤	Kuai Zhengqin
蒯想早	Kuai Xiangzao
蒯雪台	Kuai Xuetai
蓄力[	Charge[
蓝汉尘	Lan Hanchen
蓝砂手	Blue Sand Hand
蓬宝峰	Peng Baofeng
蓬琼辰	Peng Qiongchen
蓬绚贞	Peng Xuanzhen
蓬至同	Peng Zhitong
蓬芮后	Peng Ruihou
蓬莱派	Penglai Sect
蓬莱阁	Penglai Pavilion
蓬辰表	Peng Chenbiao
蔚剧冶	Wei Juye
蔚戒宽	Wei Jiekuan
蔚流权	Wei Liuquan
蔚祖雷	Weizulei
蔚粉金	Wei Fenjin
蔚谷裕	Wei Guyu
蔡威光	Cai Weiguang
蔡掌势	Cai Zhangshi
蔡花齐	Cai Huaqi
蔡重南	Cai Zhongnan
蔡马豹	Cai Mabao
薄湖刚	Bo Hugang
薄邦固	Bo Banggu
薛向泛	Xue Xiangfan
薛步丽	Xue Buli
薛浓白	Xue Nongbai
薛界郎	Xue Jielang
薛郊韦	Xue Jiaowei
藏经阁	Scripture Pavilion
虎大侠	Great Hero Hu
虎女侠	Heroine Hu
虎少侠	Young Hero Hu
虎师伯	Senior Uncle Hu
虎师侄	Grand-Disciple Hu
虎师兄	Senior Brother Hu
虎师公	Grand-Master Hu
虎师叔	Junior Uncle Hu
虎师妹	Junior Sister Hu
虎师姐	Senior Sister Hu
虎师弟	Junior Brother Hu
虎师祖	Ancestor-Master Hu
虎徒孙	Grand-Student Hu
虎骨酒	Tiger Bone Wine
虚弱[	Weakness[
虞欢离	Yu Huanli
虞笛易	Yu Diyi
虞芸尺	Yu Yunchi
蚕丛村	Cangcong Village
蛇行步	Snake Walking Step
蛟大侠	Great Hero Jiao
蛟女侠	Heroine Jiao
蛟少侠	Young Hero Jiao
蛟师伯	Senior Uncle Jiao
蛟师侄	Grand-Disciple Jiao
蛟师兄	Senior Brother Jiao
蛟师公	Grand-Master Jiao
蛟师叔	Junior Uncle Jiao
蛟师妹	Junior Sister Jiao
蛟师姐	Senior Sister Jiao
蛟师弟	Junior Brother Jiao
蛟师祖	Ancestor-Master Jiao
蛟徒孙	Grand-Student Jiao
蜀素帖	Shu Su Tiè
蝎尾鞭	Scorpion Tail Whip
融容梨	Rong Rongli
融志喜	Rong Zhixi
螳螂拳	Mantis Fist
血.刃	Xue Ren
血大侠	Great Hero Xue
血女侠	Heroine Xue
血少侠	Young Hero Xue
血师伯	Senior Uncle Xue
血师侄	Grand-Disciple Xue
血师兄	Senior Brother Xue
血师公	Grand-Master Xue
血师叔	Junior Uncle Xue
血师妹	Junior Sister Xue
血师姐	Senior Sister Xue
血师弟	Junior Brother Xue
血师祖	Ancestor-Master Xue
血徒孙	Grand-Student Xue
血手印	Bloody Hand Print
行气丹	Qi Circulation Pill
衡莱情	Heng Laiqing
补血丹	Blood Replenishment Pill
袁袅轮	Yuan Niaolun
被囚禁	Being imprisoned
裂膝[	Broken knees[
裘.龙	Qiu Long
裘大侠	Great Hero Qiu
裘女侠	Heroine Qiu
裘少侠	Young Hero Qiu
裘师伯	Senior Uncle Qiu
裘师侄	Grand-Disciple Qiu
裘师兄	Senior Brother Qiu
裘师公	Grand-Master Qiu
裘师叔	Junior Uncle Qiu
裘师妹	Junior Sister Qiu
裘师姐	Senior Sister Qiu
裘师弟	Junior Brother Qiu
裘师祖	Ancestor-Master Qiu
裘徒孙	Grand-Student Qiu
裘棠桦	Qiu Tanghua
裘白鸳	Qiu Baiyuan
裴倾祥	Pei Qingxiang
裴朵莽	Pei Duomang
裴泰旧	Pei Taijiu
褚炼长	Chu Lianzhang
襄垣村	Xiangyuan Village
西南马	Southwest Horse
观音儿	Guanyin
观音兄	Brother Guanyin
观音妹	Sister Guanyin
观音姐	Sister Guanyin
观音弟	Brother Guanyin
观音泪	Guanyin Tear
角抵法	Angle measurement method
解团宽	Xie Tuankuan
解振紫	Jie Zhenzi
言制意	Yan Zhiyi
言效锋	Yan Xiaofeng
言漫衍	Yan Manyan
言知用	Yan Zhiyong
言野衡	Yan Yeheng
詹双敏	Zhan Shuangmin
詹声倩	Zhan Shengqian
詹当旁	Zhan Dangpang
詹秋顶	Zhan Qiuding
詹鸣中	Zhan Mingzhong
计令圣	Ji Lingsheng
计大侠	Great Hero Ji
计女侠	Heroine Ji
计少侠	Young Hero Ji
计尘剑	Ji Chenjian
计师伯	Senior Uncle Ji
计师侄	Grand-Disciple Ji
计师兄	Senior Brother Ji
计师公	Grand-Master Ji
计师叔	Junior Uncle Ji
计师妹	Junior Sister Ji
计师姐	Senior Sister Ji
计师弟	Junior Brother Ji
计师祖	Ancestor-Master Ji
计徒孙	Grand-Student Ji
计心狂	Ji Xinkuang
计鬼槐	Ji Guihuai
讲经人	The preacher
许喜升	Xu Xisheng
许幻姗	Xu Huanshan
许敌丁	Xu Diding
试刀台	Blade Testing Platform
请指教	Please let me know.
请笑纳	Please accept this with a smile.
诸同本	Zhu Tongben
诸甘木	Zhu Ganmu
诸葛伟	Zhuge Wei
诸葛伶	Zhuge Ling
诸葛俊	Zhuge Jun
诸葛儿	Zhuge
诸葛兄	Brother Zhuge
诸葛央	Zhuge Yang
诸葛妹	Sister Zhuge
诸葛姐	Sister Zhuge
诸葛弟	Brother Zhuge
诸葛瑶	Zhuge Yao
调息[	Breath Regulation[
谈亮开	Talk openly
谈元阶	Tan Yuanjie
谈昊莽	Tan Haomang
谋大侠	Great Hero Mou
谋女侠	Heroine Mou
谋少侠	Young Hero Mou
谋师伯	Senior Uncle Mou
谋师侄	Grand-Disciple Mou
谋师兄	Senior Brother Mou
谋师公	Grand-Master Mou
谋师叔	Junior Uncle Mou
谋师妹	Junior Sister Mou
谋师姐	Senior Sister Mou
谋师弟	Junior Brother Mou
谋师祖	Ancestor-Master Mou
谋徒孙	Grand-Student Mou
谢坤礼	Xie Kunli
谢戒川	Xie Jiechuan
谢谨樱	Xie Jinying
谭息昕	Tan Xixin
谭栗武	Tan Liwu
谭祈宗	Tan Qi Zong
谯剧焰	Qiao Juyan
谯寿创	Qiaoshou Chuang
谯烙建	Qiao Laojian
谯熔登	Qiao Rongdeng
谯默世	Qiao Moshi
谷敬增	Gu Jingzeng
谷漆语	Gu Qiyu
谷璇司	Gu Xuansi
谷盼青	Gu Panqing
豹大侠	Great Hero Bao
豹女侠	Heroine Bao
豹少侠	Young Hero Bao
豹师伯	Senior Uncle Bao
豹师侄	Grand-Disciple Bao
豹师兄	Senior Brother Bao
豹师公	Grand-Master Bao
豹师叔	Junior Uncle Bao
豹师妹	Junior Sister Bao
豹师姐	Senior Sister Bao
豹师弟	Junior Brother Bao
豹师祖	Ancestor-Master Bao
豹徒孙	Grand-Student Bao
豺大侠	Great Hero Chai
豺女侠	Heroine Chai
豺少侠	Young Hero Chai
豺师伯	Senior Uncle Chai
豺师侄	Grand-Disciple Chai
豺师兄	Senior Brother Chai
豺师公	Grand-Master Chai
豺师叔	Junior Uncle Chai
豺师妹	Junior Sister Chai
豺师姐	Senior Sister Chai
豺师弟	Junior Brother Chai
豺师祖	Ancestor-Master Chai
豺徒孙	Grand-Student Chai
贝秦桦	Bei Qinhua
贝都绫	Bei Duling
负心人	Heartbreaker
贡仁新	Gong Renxin
贡双粉	Gong Shuangfen
贡藏珂	Gong Cangke
财大侠	Great Hero Cai
财女侠	Heroine Cai
财少侠	Young Hero Cai
财师伯	Senior Uncle Cai
财师侄	Grand-Disciple Cai
财师兄	Senior Brother Cai
财师公	Grand-Master Cai
财师叔	Junior Uncle Cai
财师妹	Junior Sister Cai
财师姐	Senior Sister Cai
财师弟	Junior Brother Cai
财师祖	Ancestor-Master Cai
财徒孙	Grand-Student Cai
贲绣荫	Ben Xiu Yin
贲芮舞	Ben Ruiwu
费.彬	Fei Bin
费大侠	Great Hero Fei
费女侠	Heroine Fei
费少侠	Young Hero Fei
费师伯	Senior Uncle Fei
费师侄	Grand-Disciple Fei
费师兄	Senior Brother Fei
费师公	Grand-Master Fei
费师叔	Junior Uncle Fei
费师妹	Junior Sister Fei
费师姐	Senior Sister Fei
费师弟	Junior Brother Fei
费师祖	Ancestor-Master Fei
费徒孙	Grand-Student Fei
费祈摇	Fei Qiyao
贺言时	He Yanshi
贾寻溪	Jia Xunxi
贾祈欢	Jia Qihuan
贾蒙规	Jiamenggu
贾顺以	Jia Shunyi
赏芷纪	Awarding Tributes
赏诗燕	Appreciate the poetry of Swallow
赖亭一	Lai Tingyi
赖圣涌	Lai Shengyong
赖洁烛	Lai Jiezhu
赛马场	Racetrack
赤兔马	Chitu Horse
赤骥马	Chiji Horse
赫连晗	Helian Han
走壁功	Wall Running Art
走房檐	Rooftop Running
走钢索	Tightrope Walking
走马灯	Spinning Lantern
赵义仁	Zhao Yiren
